PHYLUM,CLASS,ORDER,FAMILY,GENUS,SPECIES,NAME SOURCE,ACCESSION,SEQUENCE TYPE,SEQUENCE SOURCE,BRAZILIAN MAMMAL,AMAZ,MATL,CERR,CAAT,PANT,PAMP,MARI
Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Microstomus,Microstomus kitt,GB,MN122933.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Actinopteri,Gadiformes,Gadidae,Trisopterus,Trisopterus luscus,GB,MN122935.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Actinopteri,Perciformes,Channichthyidae,Channichthys,Channichthys rhinoceratus,GB,MN125370.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Actinopteri,Atheriniformes,Atherinopsidae,Leuresthes,Leuresthes tenuis,GB,MN181432.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Psittaciformes,Psittaculidae,Trichoglossus,Trichoglossus rubritorquis,GB,MN182499.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Actinopteri,Gobiiformes,Gobiidae,Favonigobius,Favonigobius gymnauchen,GB,MN194589.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Falconiformes,Falconidae,Caracara,Caracara plancus,GB,MN231450.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Amphibia,Anura,Ranidae,Hylarana,Hylarana latouchii,GB,MN241431.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Actinopteri,Acropomatiformes,Acropomatidae,Acropoma,Acropoma japonicum,GB,MN251861.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Actinopteri,Chaetodontiformes,Leiognathidae,Leiognathus,Leiognathus ruconius,GB,MN251862.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Actinopteri,Anguilliformes,Congridae,Rhynchoconger,Rhynchoconger ectenurus,GB,MN256490.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Actinopteri,Siluriformes,Amblycipitidae,Xiurenbagrus,Xiurenbagrus dorsalis,GB,MN308285.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Actinopteri,Perciformes,Agonidae,Hemitripterus,Hemitripterus villosus,GB,MN316630.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Charadriiformes,Alcidae,Aethia,Aethia cristatella,GB,MN337912.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Caprimulgiformes,Caprimulgidae,Antrostomus,Antrostomus carolinensis,GB,MN356120.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Cariamiformes,Cariamidae,Cariama,Cariama cristata,GB,MN356121.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Coliiformes,Coliidae,Colius,Colius striatus,GB,MN356125.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Eurypygiformes,Eurypygidae,Eurypyga,Eurypyga helias,GB,MN356130.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Procellariiformes,Procellariidae,Fulmarus,Fulmarus glacialis,GB,MN356131.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Gruiformes,Mesitornithidae,Mesitornis,Mesitornis unicolor,GB,MN356138.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Opisthocomiformes,Opisthocomidae,Opisthocomus,Opisthocomus hoazin,GB,MN356140.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Gruiformes,Otididae,Ardeotis,Ardeotis kori,GB,MN356157.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Cuculiformes,Cuculidae,Ceuthmochares,Ceuthmochares aereus,GB,MN356158.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Pelecaniformes,Ardeidae,Cochlearius,Cochlearius cochlearius,GB,MN356159.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Charadriiformes,Glareolidae,Glareola,Glareola pratincola,GB,MN356161.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Thraupidae,Rhodinocichla,Rhodinocichla rosea,GB,MN356164.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Tyrannidae,Tachuris,Tachuris rubrigastra,GB,MN356165.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Cinclosomatidae,Ptilorrhoa,Ptilorrhoa leucosticta,GB,MN356166.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Rhipiduridae,Chaetorhynchus,Chaetorhynchus papuensis,GB,MN356167.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Cariamiformes,Cariamidae,Chunga,Chunga burmeisteri,GB,MN356168.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Gruiformes,Otididae,Lophotis,Lophotis ruficrista,GB,MN356169.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Musophagiformes,Musophagidae,Corythaeola,Corythaeola cristata,GB,MN356171.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus,Cephalopterus ornatus,GB,MN356173.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Formicariidae,Grallaria,Grallaria varia,GB,MN356174.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Furnariidae,Sclerurus,Sclerurus mexicanus,GB,MN356175.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Piciformes,Ramphastidae,Eubucco,Eubucco bourcierii,GB,MN356176.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Thamnophilidae,Sakesphorus,Sakesphorus luctuosus,GB,MN356177.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Strigiformes,Strigidae,Ciccaba,Ciccaba nigrolineata,GB,MN356178.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Galliformes,Cracidae,Penelope,Penelope pileata,GB,MN356179.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Dendrocolaptidae,Campylorhamphus,Campylorhamphus procurvoides,GB,MN356180.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Coraciiformes,Momotidae,Baryphthengus,Baryphthengus martii,GB,MN356187.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Piciformes,Megalaimidae,Psilopogon,Psilopogon haemacephalus,GB,MN356190.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Campephagidae,Edolisoma,Edolisoma coerulescens,GB,MN356191.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Irenidae,Irena,Irena cyanogastra,GB,MN356192.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Zosteropidae,Sterrhoptilus,Sterrhoptilus dennistouni,GB,MN356193.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Rhabdornithidae,Rhabdornis,Rhabdornis inornatus,GB,MN356195.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Piciformes,Ramphastidae,Ramphastos,Ramphastos sulfuratus,GB,MN356196.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Monarchidae,Myiagra,Myiagra hebetior,GB,MN356199.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Dicaeidae,Dicaeum,Dicaeum eximium,GB,MN356200.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Nectariniidae,Leptocoma,Leptocoma aspasia,GB,MN356201.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Tyrannidae,Tyrannus,Tyrannus savana,GB,MN356203.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Caprimulgiformes,Podargidae,Podargus,Podargus strigoides,GB,MN356205.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Piciformes,Ramphastidae,Semnornis,Semnornis frantzii,GB,MN356206.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Formicariidae,Formicarius,Formicarius rufipectus,GB,MN356207.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Pelecaniformes,Threskiornithidae,Mesembrinibis,Mesembrinibis cayennensis,GB,MN356208.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Galliformes,Odontophoridae,Odontophorus,Odontophorus gujanensis,GB,MN356214.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Mimidae,Donacobius,Donacobius atricapilla,GB,MN356221.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Charadriiformes,Burhinidae,Burhinus,Burhinus bistriatus,GB,MN356222.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Certhiidae,Polioptila,Polioptila caerulea,GB,MN356224.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Certhiidae,Thryothorus,Thryothorus ludovicianus,GB,MN356226.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Sylviidae,Hylia,Hylia prasina,GB,MN356228.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Tyrannidae,Pachyramphus,Pachyramphus minor,GB,MN356230.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Ploceidae,Ploceus,Ploceus nigricollis,GB,MN356235.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Timaliidae,Illadopsis,Illadopsis cleaveri,GB,MN356236.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Sturnidae,Leucopsar,Leucopsar rothschildi,GB,MN356237.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Eurylaimidae,Serilophus,Serilophus lunatus,GB,MN356238.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Cotingidae,Oxyruncus,Oxyruncus cristatus,GB,MN356240.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Charadriiformes,Rostratulidae,Nycticryphes,Nycticryphes semicollaris,GB,MN356246.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Mimidae,Toxostoma,Toxostoma redivivum,GB,MN356247.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Charadriiformes,Laridae,Rynchops,Rynchops niger,GB,MN356248.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Sylviidae,Hippolais,Hippolais icterina,GB,MN356249.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Certhiidae,Certhia,Certhia brachydactyla,GB,MN356251.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Paradisaeidae,Paradisaea,Paradisaea raggiana,GB,MN356252.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Phylloscopidae,Rhadina,Rhadina sibilatrix,GB,MN356256.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Cisticolidae,Cisticola,Cisticola juncidis,GB,MN356258.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Bombycillidae,Phainopepla,Phainopepla nitens,GB,MN356259.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Charadriiformes,Glareolidae,Rhinoptilus,Rhinoptilus africanus,GB,MN356261.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Piciformes,Lybiidae,Tricholaema,Tricholaema leucomelas,GB,MN356262.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Pycnonotidae,Nicator,Nicator chloris,GB,MN356263.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Ciconiiformes,Thinocoridae,Thinocorus,Thinocorus orbignyianus,GB,MN356267.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Fringillidae,Peucedramus,Peucedramus taeniatus,GB,MN356272.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Eurylaimidae,Calyptomena,Calyptomena viridis,GB,MN356274.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Malaconotidae,Dryoscopus,Dryoscopus gambensis,GB,MN356275.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Irenidae,Chloropsis,Chloropsis cyanopogon,GB,MN356276.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Timaliidae,Erpornis,Erpornis zantholeuca,GB,MN356277.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Dicruridae,Erythrocercus,Erythrocercus mccallii,GB,MN356279.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Pelecaniformes,Scopidae,Scopus,Scopus umbretta,GB,MN356281.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Timaliidae,Pomatostomus,Pomatostomus ruficeps,GB,MN356282.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Philepittidae,Neodrepanis,Neodrepanis coruscans,GB,MN356283.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Timaliidae,Oxylabes,Oxylabes madagascariensis,GB,MN356284.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Timaliidae,Mystacornis,Mystacornis crossleyi,GB,MN356285.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Zosteropidae,Hypocryptadius,Hypocryptadius cinnamomeus,GB,MN356286.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius figulus,GB,MN356287.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Tyrannidae,Neopipo,Neopipo cinnamomea,GB,MN356291.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Caprimulgiformes,Caprimulgidae,Nyctiprogne,Nyctiprogne leucopyga,GB,MN356292.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Falconiformes,Falconidae,Herpetotheres,Herpetotheres cachinnans,GB,MN356294.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Charadriiformes,Rostratulidae,Rostratula,Rostratula benghalensis,GB,MN356297.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Pipridae,Piprites,Piprites chloris,GB,MN356298.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Accipitriformes,Accipitridae,Spizaetus,Spizaetus tyrannus,GB,MN356300.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Cuculiformes,Coccyzidae,Piaya,Piaya cayana,GB,MN356301.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Caprimulgiformes,Caprimulgidae,Chordeiles,Chordeiles acutipennis,GB,MN356302.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Podicipediformes,Podicipedidae,Podilymbus,Podilymbus podiceps,GB,MN356304.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Sylviidae,Sylvietta,Sylvietta virens,GB,MN356305.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Accipitriformes,Accipitridae,Circaetus,Circaetus pectoralis,GB,MN356306.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Musophagiformes,Musophagidae,Corythaixoides,Corythaixoides concolor,GB,MN356307.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Anseriformes,Anhimidae,Chauna,Chauna torquata,GB,MN356308.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Paridae,Anthoscopus,Anthoscopus minutus,GB,MN356310.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Sturnidae,Buphagus,Buphagus erythrorhynchus,GB,MN356312.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Ptilonorhynchidae,Ptilonorhynchus,Ptilonorhynchus violaceus,GB,MN356313.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Charadriiformes,Charadriidae,Pluvianellus,Pluvianellus socialis,GB,MN356314.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Fringillidae,Urocynchramus,Urocynchramus pylzowi,GB,MN356317.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Picathartidae,Chaetops,Chaetops frenatus,GB,MN356318.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Procellariiformes,Procellariidae,Pelecanoides,Pelecanoides urinatrix,GB,MN356319.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Sittidae,Tichodroma,Tichodroma muraria,GB,MN356321.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Coraciiformes,Brachypteraciidae,Brachypteracias,Brachypteracias leptosomus,GB,MN356322.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Coraciiformes,Alcedinidae,Ceyx,Ceyx cyanopectus,GB,MN356329.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Fringillidae,Calcarius,Calcarius ornatus,GB,MN356331.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Tyrannidae,Onychorhynchus,Onychorhynchus coronatus,GB,MN356341.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Orthonychidae,Orthonyx,Orthonyx spaldingii,GB,MN356344.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Corcoracidae,Struthidea,Struthidea cinerea,GB,MN356345.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Melanocharitidae,Melanocharis,Melanocharis versteri,GB,MN356347.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Corvidae,Cnemophilus,Cnemophilus loriae,GB,MN356348.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Cinclosomatidae,Ifrita,Ifrita kowaldi,GB,MN356351.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Paramythiidae,Oreocharis,Oreocharis arfaki,GB,MN356352.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Dicruridae,Machaerirhynchus,Machaerirhynchus nigripectus,GB,MN356353.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Dasyornithidae,Dasyornis,Dasyornis broadbenti,GB,MN356357.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Meliphagidae,Grantiella,Grantiella picta,GB,MN356358.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Acanthizidae,Origma,Origma solitaria,GB,MN356360.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Menuridae,Atrichornis,Atrichornis clamosus,GB,MN356363.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Charadriiformes,Pedionomidae,Pedionomus,Pedionomus torquatus,GB,MN356368.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Petroicidae,Drymodes,Drymodes brunneopygia,GB,MN356369.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Sylviidae,Panurus,Panurus biarmicus,GB,MN356370.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Charadriiformes,Charadriidae,Ibidorhyncha,Ibidorhyncha struthersii,GB,MN356371.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Tyrannidae,Sapayoa,Sapayoa aenigma,GB,MN356372.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Coliiformes,Coliidae,Urocolius,Urocolius indicus,GB,MN356373.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Timaliidae,Pteruthius,Pteruthius melanotis,GB,MN356376.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Tinamiformes,Tinamidae,Nothocercus,Nothocercus julius,GB,MN356379.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Tinamiformes,Tinamidae,Nothoprocta,Nothoprocta ornata,GB,MN356381.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Charadriiformes,Chionididae,Chionis,Chionis minor,GB,MN356383.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Muscicapidae,Saxicola,Saxicola maurus,GB,MN356403.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Caprimulgiformes,Steatornithidae,Steatornis,Steatornis caripensis,GB,MN356409.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Thamnophilidae,Rhegmatorhina,Rhegmatorhina hoffmannsi,GB,MN356411.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Turdidae,Erithacus,Erithacus rubecula,GB,MN356414.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Charadriiformes,Alcidae,Uria,Uria aalge,GB,MN356418.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Charadriiformes,Alcidae,Cepphus,Cepphus grylle,GB,MN356419.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Charadriiformes,Laridae,Rissa,Rissa tridactyla,GB,MN356420.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,Aphelocoma coerulescens,GB,MN356421.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Muscicapidae,Cercotrichas,Cercotrichas coryphoeus,GB,MN356422.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Procellariiformes,Procellariidae,Calonectris,Calonectris borealis,GB,MN356423.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Pipridae,Manacus,Manacus manacus,GB,MN356436.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Anseriformes,Anatidae,Asarcornis,Asarcornis scutulata,GB,MN356440.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Thraupidae,Nesospiza,Nesospiza acunhae,GB,MN356441.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Dendrocolaptidae,Xiphorhynchus,Xiphorhynchus elegans,GB,MN356445.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Actinopteri,Kurtiformes,Apogonidae,Ostorhinchus,Ostorhinchus fleurieu,GB,MN381712.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Actinopteri,Labriformes,Labridae,Oxycheilinus,Oxycheilinus unifasciatus,GB,MN399858.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Actinopteri,Perciformes,Percidae,Ammocrypta,Ammocrypta beanii,GB,MN402459.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Amphibia,Anura,Rhacophoridae,Zhangixalus,Zhangixalus omeimontis,GB,MN427892.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Arthropoda,Insecta,Coleoptera,Apionidae,Lepidapion,Lepidapion squamigerum,GB,MN459662.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Actinopteri,Perciformes,Stichaeidae,Anisarchus,Anisarchus medius,GB,MN480302.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Actinopteri,Anguilliformes,Muraenidae,Enchelycore,Enchelycore pardalis,GB,MN485966.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Actinopteri,Anguilliformes,Muraenidae,Pseudechidna,Pseudechidna brummeri,GB,MN485967.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Actinopteri,Scombriformes,Gempylidae,Paradiplospinus,Paradiplospinus antarcticus,GB,MN510443.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Psittaciformes,Psittaculidae,Lorius,Lorius chlorocercus,GB,MN515396.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Muscicapidae,Myophonus,Myophonus caeruleus,GB,MN564936.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Actinopteri,Cyprinodontiformes,Aphaniidae,Aphanius,Aphanius farsicus,GB,MN578038.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Passeriformes,Cotingidae,Rupicola,Rupicola peruvianus,GB,MN602289.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Actinopteri,Labriformes,Labridae,Hemigymnus,Hemigymnus melapterus,GB,MN614148.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Actinopteri,Perciformes,Artedidraconidae,Pogonophryne,Pogonophryne albipinna,GB,MN614417.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Actinopteri,Siluriformes,Callichthyidae,Brochis,Brochis multiradiatus,GB,MN641874.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Actinopteri,Kurtiformes,Apogonidae,Apogonichthyoides,Apogonichthyoides taeniatus,GB,MN699562.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Prionurus,Prionurus biafraensis,GB,MN703417.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Accipitriformes,Cathartidae,Coragyps,Coragyps atratus,GB,MN720440.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Accipitriformes,Cathartidae,Sarcoramphus,Sarcoramphus papa,GB,MN720442.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Aves,Accipitriformes,Cathartidae,Vultur,Vultur gryphus,GB,MN720444.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Pseudoscaphirhynchus,Pseudoscaphirhynchus kaufmanni,GB,MN746333.1,mitogenome,GB,other class,0,0,0,0,0,0,0
Chordata,Amphibia,Anura,Rhacophoridae,Gracixalus,Gracixalus yunnanensis,GB,MN792661.1,mitogenome,GB,other class,0,0,0,0,0,0,0
