PHYLUM,CLASS,ORDER,FAMILY,GENUS,SPECIES,NAME SOURCE,ACCESSION,SEQUENCE TYPE,SEQUENCE SOURCE,BRAZILIAN MAMMAL,AMAZ,MATL,CERR,CAAT,PANT,PAMP,MARI
Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus,da Rosa,AB042432.1,mitogenome,GB,exotic,1,1,1,0,0,0,0
Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus,da Rosa,AB042523.1,mitogenome,GB,exotic,1,1,1,0,0,0,0
Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus,da Rosa,AB042524.1,mitogenome,GB,exotic,1,1,1,0,0,0,0
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,NA,AB055387.1,mitogenome,GB,exotic,1,1,1,0,0,0,0
Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,NA,AB074962.1,mitogenome,GB,exotic,1,1,1,0,0,0,0
Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,NA,AB074963.1,mitogenome,GB,exotic,1,1,1,0,0,0,0
Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,NA,AB074964.1,mitogenome,GB,exotic,1,1,1,0,0,0,0
Chordata,Mammalia,Artiodactyla,Balaenopteridae,Balaenoptera,Balaenoptera omurai,SBMZ,AB201256.1,mitogenome,GB,native,0,0,0,0,0,0,1
Chordata,Mammalia,Artiodactyla,Balaenopteridae,Balaenoptera,Balaenoptera omurai,SBMZ,AB201257.1,mitogenome,GB,native,0,0,0,0,0,0,1
Chordata,Mammalia,Artiodactyla,Balaenopteridae,Balaenoptera,Balaenoptera edeni,SBMZ,AB201258.1,mitogenome,GB,native,0,0,0,0,0,0,1
Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,da Rosa,AB292606.1,mitogenome,GB,exotic,1,1,1,0,0,0,0
Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,da Rosa,AB298688.1,mitogenome,GB,exotic,1,1,1,0,0,0,0
Chordata,Mammalia,Primates,Cebidae,Saimiri,Saimiri sciureus,SBMZ,AB371091.1,mitogenome,GB,native,1,1,0,0,0,0,0
Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,da Rosa,AB499816.1,mitogenome,GB,exotic,1,1,1,0,0,0,0
Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,da Rosa,AB499817.1,mitogenome,GB,exotic,1,1,1,0,0,0,0
Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,da Rosa,AB499818.1,mitogenome,GB,exotic,1,1,1,0,0,0,0
Chordata,Mammalia,Primates,Cebidae,Callithrix,Callithrix jacchus,SBMZ,AB572419.1,mitogenome,GB,native,0,1,1,0,0,0,0
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,NA,AB626609.1,mitogenome,GB,exotic,1,1,1,0,0,0,0
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,NA,AB626610.1,mitogenome,GB,exotic,1,1,1,0,0,0,0
Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Capra hircus,da Rosa,AB735749.1,mitogenome,GB,exotic,0,1,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Capra hircus,da Rosa,AB735750.1,mitogenome,GB,exotic,0,1,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Capra hircus,da Rosa,AB735751.1,mitogenome,GB,exotic,0,1,0,0,0,0,0
Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus caballus,da Rosa,AB859014.1,mitogenome,GB,exotic,1,1,1,0,0,0,0
Chordata,Mammalia,Rodentia,Muridae,Rattus,Rattus norvegicus,da Rosa,AC_000022.2,mitogenome,GB,exotic,1,1,1,0,0,0,0
Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,da Rosa,AF034253.1,mitogenome,GB,exotic,1,1,1,0,0,0,0
Chordata,Mammalia,Artiodactyla,Bovidae,Bubalus,Bubalus bubalis,da Rosa,AF547270.1,mitogenome,GB,exotic,1,1,1,0,0,0,0
Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,SBMZ,AH014071.2,mitogenome,GB,native,1,1,1,1,1,1,1
Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,Oryctolagus cuniculus,da Rosa,AJ001588.1,mitogenome,GB,exotic,1,1,1,0,0,0,0
Chordata,Mammalia,Rodentia,Caviidae,Cavia,Cavia porcellus,da Rosa,AJ222767.1,mitogenome,GB,exotic,1,1,1,0,0,0,0
Chordata,Mammalia,Artiodactyla,Physeteridae,Physeter,Physeter catodon,IUCN,AJ277029.2,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Primates,Cebidae,Cebus,Cebus albifrons,SBMZ,AJ309866.1,mitogenome,GB,native,1,0,0,0,0,0,0
Chordata,Mammalia,Pilosa,Myrmecophagidae,Tamandua,Tamandua tetradactyla,SBMZ,AJ421450.1,mitogenome,GB,native,1,1,1,1,1,1,1
Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus europaeus,da Rosa,AJ421471.1,mitogenome,GB,exotic,0,1,1,0,0,0,0
Chordata,Mammalia,Rodentia,Muridae,Rattus,Rattus norvegicus,da Rosa,AJ428514.1,mitogenome,GB,exotic,1,1,1,0,0,0,0
Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus,Tapirus terrestris,SBMZ,AJ428947.1,mitogenome,GB,native,1,1,1,1,1,0,0
Chordata,Mammalia,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis domestica,SBMZ,AJ508398.1,mitogenome,GB,native,0,1,1,1,1,0,0
Chordata,Mammalia,Artiodactyla,Balaenopteridae,Balaenoptera,Balaenoptera acutorostrata,SBMZ,AJ554054.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Physeteridae,Kogia,Kogia breviceps,SBMZ,AJ554055.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Iniidae,Inia,Inia geoffrensis,SBMZ,AJ554059.1,mitogenome,GB,native,1,0,0,0,0,0,1
Chordata,Mammalia,Artiodactyla,Pontoporiidae,Pontoporia,Pontoporia blainvillei,SBMZ,AJ554060.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Didelphimorphia,Didelphidae,Metachirus,Metachirus nudicaudatus,SBMZ,AJ639866.1,mitogenome,GB,native,1,1,1,0,1,0,0
Chordata,Mammalia,Carnivora,Phocidae,Mirounga,Mirounga leonina,SBMZ,AM181023.1,mitogenome,GB,native,0,0,0,0,0,0,1
Chordata,Mammalia,Carnivora,Phocidae,Lobodon,Lobodon carcinophaga,SBMZ,AM181024.1,mitogenome,GB,native,0,0,0,0,0,0,1
Chordata,Mammalia,Carnivora,Phocidae,Leptonychotes,Leptonychotes weddellii,SBMZ,AM181025.1,mitogenome,GB,native,0,0,0,0,0,0,1
Chordata,Mammalia,Carnivora,Phocidae,Hydrurga,Hydrurga leptonyx,SBMZ,AM181026.1,mitogenome,GB,native,0,0,0,0,0,0,1
Chordata,Mammalia,Sirenia,Trichechidae,Trichechus,Trichechus manatus,SBMZ,AM904728.1,mitogenome,GB,native,0,1,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Tayassuidae,Pecari,Pecari tajacu,Wilson & Reeder,AP003427.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Balaenopteridae,Balaenoptera,Balaenoptera bonaerensis,SBMZ,AP006466.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Balaenopteridae,Megaptera,Megaptera novaeangliae,SBMZ,AP006467.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Balaenopteridae,Balaenoptera,Balaenoptera acutorostrata,SBMZ,AP006468.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Balaenopteridae,Balaenoptera,Balaenoptera borealis,SBMZ,AP006470.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Balaenidae,Eubalaena,Eubalaena australis,SBMZ,AP006473.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus caballus,da Rosa,AP013078.1,mitogenome,GB,exotic,1,1,1,0,0,0,0
Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus caballus,da Rosa,AP013079.1,mitogenome,GB,exotic,1,1,1,0,0,0,0
Chordata,Mammalia,Rodentia,Muridae,Rattus,Rattus norvegicus,da Rosa,AY172581.1,mitogenome,GB,exotic,1,1,1,0,0,0,0
Chordata,Mammalia,Primates,Aotidae,Aotus,Aotus trivirgatus,SBMZ,AY250707.1,mitogenome,GB,native,1,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Bovidae,Bubalus,Bubalus bubalis,da Rosa,AY488491.1,mitogenome,GB,exotic,1,1,1,0,0,0,0
Chordata,Mammalia,Pilosa,Bradypodidae,Bradypus,Bradypus variegatus,SBMZ,AY960979.1,mitogenome,GB,native,1,1,1,0,0,0,0
Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,Choloepus didactylus,SBMZ,AY960980.1,mitogenome,GB,native,1,0,0,0,0,0,0
Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus gazella,SBMZ,BK010918.1,mitogenome,GB,native,0,0,0,0,0,0,1
Chordata,Mammalia,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus discolor,SBMZ,CM016611.2,mitogenome,GB,native,1,1,1,1,1,0,0
Chordata,Mammalia,Artiodactyla,Delphinidae,Globicephala,Globicephala melas,SBMZ,CM017011.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Balaenopteridae,Balaenoptera,Balaenoptera musculus,SBMZ,CM018075.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Primates,Cebidae,Callithrix,Callithrix jacchus,SBMZ,CM021961.1,mitogenome,GB,native,0,1,1,0,0,0,0
Chordata,Mammalia,Artiodactyla,Delphinidae,Tursiops,Tursiops truncatus,SBMZ,CM022296.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Chiroptera,Molossidae,Molossus,Molossus molossus,SBMZ,CM024385.1,mitogenome,GB,native,1,1,1,1,1,1,1
Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,Choloepus didactylus,SBMZ,CM026720.1,mitogenome,GB,native,1,0,0,0,0,0,0
Chordata,Mammalia,Carnivora,Procyonidae,Potos,Potos flavus,SBMZ,CM027365.1,mitogenome,GB,native,1,1,1,0,0,0,0
Chordata,Mammalia,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus discolor,SBMZ,CM030315.1,mitogenome,GB,native,1,1,1,1,1,0,0
Chordata,Mammalia,Artiodactyla,Bovidae,Bubalus,Bubalus bubalis,da Rosa,CM034296.1,mitogenome,GB,exotic,1,1,1,0,0,0,0
Chordata,Mammalia,Primates,Cebidae,Sapajus,Sapajus apella,SBMZ,CM039160.1,mitogenome,GB,native,1,0,0,0,0,0,0
Chordata,Mammalia,Pilosa,Myrmecophagidae,Tamandua,Tamandua tetradactyla,SBMZ,CM043432.1,mitogenome,GB,native,1,1,1,1,1,1,1
Chordata,Mammalia,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis domestica,SBMZ,CM051233.1,mitogenome,GB,native,0,1,1,1,1,0,0
Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,SBMZ,CM053820.1,mitogenome,GB,native,1,1,1,1,1,1,1
Chordata,Mammalia,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,SBMZ,CM059779.1,mitogenome,GB,native,1,1,1,1,1,1,1
Chordata,Mammalia,Chiroptera,Molossidae,Tadarida,Tadarida brasiliensis,SBMZ,CM061282.1,mitogenome,GB,native,1,1,1,1,1,1,1
Chordata,Mammalia,Rodentia,Caviidae,Cavia,Cavia porcellus,da Rosa,CM067207.1,mitogenome,GB,exotic,1,1,1,0,0,0,0
Chordata,Mammalia,Artiodactyla,Iniidae,Inia,Inia geoffrensis,SBMZ,CM070922.1,mitogenome,GB,native,1,0,0,0,0,0,1
Chordata,Mammalia,Artiodactyla,Balaenopteridae,Balaenoptera,Balaenoptera musculus,SBMZ,CM071136.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Cervidae,Rusa,Rusa unicolor,da Rosa,DQ989636.3,mitogenome,GB,exotic,1,1,1,0,0,0,0
Chordata,Mammalia,Artiodactyla,Cervidae,Rusa,Rusa unicolor,da Rosa,EF035448.1,mitogenome,GB,exotic,1,1,1,0,0,0,0
Chordata,Mammalia,Rodentia,Muridae,Rattus,Rattus rattus,da Rosa,EU273707.1,mitogenome,GB,exotic,1,1,1,0,0,0,0
Chordata,Mammalia,Artiodactyla,Delphinidae,Tursiops,Tursiops truncatus,SBMZ,EU557093.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Delphinidae,Grampus,Grampus griseus,SBMZ,EU557095.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Delphinidae,Stenella,Stenella attenuata,SBMZ,EU557096.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Delphinidae,Stenella,Stenella coeruleoalba,SBMZ,EU557097.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Rodentia,Cricetidae,Mesocricetus,Mesocricetus auratus,da Rosa,EU660218.1,mitogenome,GB,exotic,1,1,1,0,0,0,0
Chordata,Mammalia,Rodentia,Muridae,Rattus,Rattus rattus,da Rosa,FJ355927.1,mitogenome,GB,exotic,1,1,1,0,0,0,0
Chordata,Mammalia,Artiodactyla,Balaenopteridae,Megaptera,Megaptera novaeangliae,SBMZ,FJ590425.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Delphinidae,Delphinus,Delphinus delphis,SBMZ,FJ590426.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Delphinidae,Globicephala,Globicephala melas,SBMZ,FJ590427.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Delphinidae,Tursiops,Tursiops truncatus,SBMZ,FJ590428.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Primates,Atelidae,Ateles,Ateles belzebuth,SBMZ,FJ785422.1,mitogenome,GB,native,1,0,0,0,0,0,0
Chordata,Mammalia,Primates,Pitheciidae,Plecturocebus,Plecturocebus donacophilus,IUCN,FJ785423.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Primates,Cebidae,Saimiri,Saimiri sciureus,SBMZ,FJ785425.1,mitogenome,GB,native,1,1,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Delphinidae,Orcinus,Orcinus orca,SBMZ,GU187153.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Delphinidae,Orcinus,Orcinus orca,SBMZ,GU187154.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Delphinidae,Orcinus,Orcinus orca,SBMZ,GU187155.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Chiroptera,Phyllostomidae,Micronycteris,Micronycteris megalotis,SBMZ,HF947304.1,mitogenome,GB,native,1,1,1,1,0,0,0
Chordata,Mammalia,Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,SBMZ,HG003307.1,mitogenome,GB,native,1,1,1,0,0,0,0
Chordata,Mammalia,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,SBMZ,HG003309.1,mitogenome,GB,native,1,1,1,1,1,1,1
Chordata,Mammalia,Chiroptera,Phyllostomidae,Desmodus,Desmodus rotundus,SBMZ,HG003310.1,mitogenome,GB,native,1,1,1,1,1,1,1
Chordata,Mammalia,Chiroptera,Phyllostomidae,Lophostoma,Lophostoma silvicolum,Wilson & Reeder,HG003311.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Chiroptera,Mormoopidae,Pteronotus,Pteronotus rubiginosus,SBMZ,HG003312.1,mitogenome,GB,native,1,0,1,1,1,0,0
Chordata,Mammalia,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,SBMZ,HG003313.1,mitogenome,GB,native,1,1,1,0,0,0,0
Chordata,Mammalia,Chiroptera,Phyllostomidae,Sturnira,Sturnira tildae,SBMZ,HG003314.1,mitogenome,GB,native,1,1,1,1,0,0,0
Chordata,Mammalia,Chiroptera,Phyllostomidae,Tonatia,Tonatia saurophila,Wilson & Reeder,HG003315.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Chiroptera,Phyllostomidae,Vampyrum,Vampyrum spectrum,SBMZ,HG003316.1,mitogenome,GB,native,1,0,1,1,1,0,0
Chordata,Mammalia,Artiodactyla,Delphinidae,Pseudorca,Pseudorca crassidens,SBMZ,HM060332.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Delphinidae,Globicephala,Globicephala macrorhynchus,SBMZ,HM060333.2,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Delphinidae,Globicephala,Globicephala melas,SBMZ,HM060334.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Carnivora,Procyonidae,Nasua,Nasua nasua,SBMZ,HM106331.1,mitogenome,GB,native,1,1,1,1,1,1,1
Chordata,Mammalia,Rodentia,Echimyidae,Proechimys,Proechimys longicaudatus,SBMZ,HM544128.1,mitogenome,GB,native,1,0,1,0,0,0,0
Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus,SBMZ,HQ332445.1,mitogenome,GB,native,1,0,0,0,0,0,0
Chordata,Mammalia,Primates,Atelidae,Alouatta,Alouatta seniculus,SBMZ,HQ644333.1,mitogenome,GB,native,1,0,0,0,0,0,0
Chordata,Mammalia,Primates,Atelidae,Alouatta,Alouatta seniculus,SBMZ,HQ644333.1,mitogenome,GB,native,1,0,0,0,0,0,0
Chordata,Mammalia,Primates,Cebidae,Saimiri,Saimiri sciureus,SBMZ,HQ644334.1,mitogenome,GB,native,1,1,0,0,0,0,0
Chordata,Mammalia,Primates,Cebidae,Saimiri,Saimiri boliviensis,SBMZ,HQ644339.1,mitogenome,GB,native,1,0,0,0,0,0,0
Chordata,Mammalia,Primates,Cebidae,Saimiri,Saimiri boliviensis,SBMZ,HQ644340.1,mitogenome,GB,native,1,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Delphinidae,Feresa,Feresa attenuata,SBMZ,JF289171.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Delphinidae,Feresa,Feresa attenuata,SBMZ,JF289172.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Delphinidae,Pseudorca,Pseudorca crassidens,SBMZ,JF289173.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Delphinidae,Pseudorca,Pseudorca crassidens,SBMZ,JF289174.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Delphinidae,Peponocephala,Peponocephala electra,SBMZ,JF289175.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Delphinidae,Peponocephala,Peponocephala electra,SBMZ,JF289176.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Delphinidae,Globicephala,Globicephala macrorhynchus,SBMZ,JF339974.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Delphinidae,Globicephala,Globicephala macrorhynchus,SBMZ,JF339975.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Delphinidae,Steno,Steno bredanensis,SBMZ,JF339982.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Delphinidae,Steno,Steno bredanensis,SBMZ,JF681038.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Delphinidae,Sotalia,Sotalia guianensis,SBMZ,JF681039.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Delphinidae,Sotalia,Sotalia fluviatilis,SBMZ,JF681040.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Primates,Aotidae,Aotus,Aotus azarai,NCBI,JN161099.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Primates,Aotidae,Aotus,Aotus nancymaae,SBMZ,JN161100.1,mitogenome,GB,native,1,0,0,0,0,0,0
Chordata,Mammalia,Primates,Aotidae,Aotus,Aotus nancymaae,SBMZ,JN161101.1,mitogenome,GB,native,1,0,0,0,0,0,0
Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,SBMZ,JN209840.1,mitogenome,GB,native,1,1,1,1,1,1,0
Chordata,Mammalia,Primates,Cebidae,Sapajus,Sapajus apella,SBMZ,JN380205.1,mitogenome,GB,native,1,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Cervidae,Axis,Axis axis,da Rosa,JN632599.1,mitogenome,GB,exotic,0,1,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Cervidae,Blastocerus,Blastocerus dichotomus,SBMZ,JN632603.1,mitogenome,GB,native,1,1,1,0,1,0,0
Chordata,Mammalia,Artiodactyla,Cervidae,Mazama,Mazama americana,SBMZ,JN632656.1,mitogenome,GB,native,1,1,1,1,1,0,0
Chordata,Mammalia,Artiodactyla,Cervidae,Mazama,Mazama americana,SBMZ,JN632657.1,mitogenome,GB,native,1,1,1,1,1,0,0
Chordata,Mammalia,Artiodactyla,Cervidae,Subulo,Subulo gouazoubira,SBMZ,JN632658.1,mitogenome,GB,native,1,1,1,1,1,1,0
Chordata,Mammalia,Artiodactyla,Cervidae,Passalites,Passalites nemorivagus,SBMZ,JN632659.1,mitogenome,GB,native,1,1,1,0,0,0,0
Chordata,Mammalia,Artiodactyla,Cervidae,Passalites,Passalites nemorivagus,SBMZ,JN632660.1,mitogenome,GB,native,1,1,1,0,0,0,0
Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus,SBMZ,JN632671.1,mitogenome,GB,native,1,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus,SBMZ,JN632672.1,mitogenome,GB,native,1,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Cervidae,Ozotoceros,Ozotoceros bezoarticus,SBMZ,JN632681.2,mitogenome,GB,native,1,1,1,1,1,1,1
Chordata,Mammalia,Artiodactyla,Tayassuidae,Pecari,Pecari tajacu,Wilson & Reeder,JN632682.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Tayassuidae,Pecari,Pecari tajacu,Wilson & Reeder,JN632683.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Cervidae,Rusa,Rusa timorensis,da Rosa,JN632699.1,mitogenome,GB,exotic,1,1,1,0,0,0,0
Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,SBMZ,JN999997.1,mitogenome,GB,native,1,1,1,1,1,1,1
Chordata,Mammalia,Primates,Atelidae,Brachyteles,Brachyteles arachnoides,SBMZ,JX262672.1,mitogenome,GB,native,0,1,0,0,0,0,0
Chordata,Mammalia,Rodentia,Erethizontidae,Coendou,Coendou insidiosus,SBMZ,JX312693.1,mitogenome,GB,native,0,1,0,0,0,0,0
Chordata,Mammalia,Rodentia,Echimyidae,Trinomys,Trinomys dimidiatus,SBMZ,JX312694.1,mitogenome,GB,native,0,1,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Physeteridae,Physeter,Physeter catodon,IUCN,KC312603.2,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Physeteridae,Physeter,Physeter catodon,IUCN,KC312604.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Delphinidae,Cephalorhynchus,Cephalorhynchus commersonii,SBMZ,KC312623.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Delphinidae,Delphinus,Delphinus delphis,SBMZ,KC312628.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Delphinidae,Lagenorhynchus,Lagenorhynchus australis,SBMZ,KC312630.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Balaenopteridae,Balaenoptera,Balaenoptera physalus,SBMZ,KC572708.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Balaenopteridae,Balaenoptera,Balaenoptera physalus,SBMZ,KC572709.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Balaenopteridae,Balaenoptera,Balaenoptera physalus,SBMZ,KC572710.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Primates,Aotidae,Aotus,Aotus azarai,NCBI,KC592390.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Primates,Cebidae,Callimico,Callimico goeldii,SBMZ,KC592391.1,mitogenome,GB,native,1,0,0,0,0,0,0
Chordata,Mammalia,Primates,Pitheciidae,Chiropotes,Chiropotes israelita,Wilson & Reeder,KC592392.1,mitogenome,GB,native,1,0,0,0,0,0,0
Chordata,Mammalia,Primates,Pitheciidae,Cheracebus,Cheracebus lugens,IUCN,KC592393.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Primates,Atelidae,Alouatta,Alouatta caraya,SBMZ,KC757384.1,mitogenome,GB,native,0,1,1,1,1,1,1
Chordata,Mammalia,Primates,Aotidae,Aotus,Aotus azarai,NCBI,KC757385.1,mitogenome,GB,native,0,0,0,0,0,0,0
Chordata,Mammalia,Primates,Atelidae,Ateles,Ateles belzebuth,SBMZ,KC757386.1,mitogenome,GB,native,1,0,0,0,0,0,0
Chordata,Mammalia,Primates,Cebidae,Callithrix,Callithrix geoffroyi,SBMZ,KC757388.1,mitogenome,GB,native,0,1,0,0,0,0,0
Chordata,Mammalia,Primates,Cebidae,Cebuella,Cebuella pygmaea,SBMZ,KC757389.1,mitogenome,GB,native,1,0,0,0,0,0,0
Chordata,Mammalia,Primates,Pitheciidae,Chiropotes,Chiropotes albinasus,SBMZ,KC757393.1,mitogenome,GB,native,1,0,0,0,0,0,0
Chordata,Mammalia,Primates,Atelidae,Lagothrix,Lagothrix lagotricha,SBMZ,KC757398.1,mitogenome,GB,foreign,0,0,0,0,0,0,0
Chordata,Mammalia,Primates,Cebidae,Leontopithecus,Leontopithecus rosalia,SBMZ,KC757399.1,mitogenome,GB,native,0,1,0,0,0,0,0
Chordata,Mammalia,Primates,Cebidae,Sapajus,Sapajus xanthosternos,SBMZ,KC757410.1,mitogenome,GB,native,0,1,0,0,0,0,0
Chordata,Mammalia,Artiodactyla,Ziphiidae,Mesoplodon,Mesoplodon europaeus,SBMZ,KC776688.2,mitogenome,GB,native,0,0,0,0,0,0,0
