ORDER,FAMILY,GENUS,SPECIES,NAME SOURCE,SYNONIM - GENUS,SYNONIM - SPECIES,SYNONIM SOURCE,Brazil,IUCN 2024-1,LOCOMOTION,AMAZ,MATL,CERR,CAAT,PANT,PAMP,MARI
Lagomorpha,Leporidae,Sylvilagus,Sylvilagus brasiliensis,Abreu et al. 2023,Sylvilagus,Sylvilagus tapetillus,SBMZ,native,EN,Te,yes,yes,yes,yes,yes,yes,yes
Lagomorpha,Leporidae,Sylvilagus,Sylvilagus minensis,Abreu et al. 2023,Sylvilagus,Sylvilagus brasiliensis,Wilson & Reeder,native,EN,Te,no,no,no,yes,yes,yes,no
Lagomorpha,Leporidae,Sylvilagus,Sylvilagus paraguensis,Abreu et al. 2023,Sylvilagus,Sylvilagus brasiliensis,Wilson & Reeder,native,EN,Te,no,no,no,yes,yes,yes,no
Lagomorpha,Leporidae,Sylvilagus,Sylvilagus tapetillus,Abreu et al. 2023,Sylvilagus,Sylvilagus brasiliensis,Wilson & Reeder,native,VU,Te,no,no,no,yes,yes,yes,no
Perissodactyla,Tapiriidae,Tapirus,Tapirus terrestris,Abreu et al. 2023,NA,NA,NA,native,VU,Te,yes,yes,yes,yes,yes,no,no
Pilosa,Bradypodidae,Bradypus,Bradypus crinitus,Abreu et al. 2023,Bradypus,Bradypus torquatus,Wilson & Reeder,native,VU,Ar,no,yes,no,no,no,no,no
Pilosa,Bradypodidae,Bradypus,Bradypus torquatus,Abreu et al. 2023,NA,NA,NA,native,VU,Ar,no,yes,no,no,no,no,no
Pilosa,Bradypodidae,Bradypus,Bradypus tridactylus,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,yes,no,no,no,no,no,no
Pilosa,Bradypodidae,Bradypus,Bradypus variegatus,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,yes,yes,yes,no,no,no,no
Pilosa,Choloepodidae,Choloepus,Choloepus didactylus,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,yes,no,no,no,no,no,no
Pilosa,Choloepodidae,Choloepus,Choloepus hoffmanni,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,yes,no,no,no,no,no,no
Pilosa,Cyclopedidae,Cyclopes,Cyclopes didactylus,Abreu et al. 2023,Cyclopes,Cyclopes ida,SBMZ,native,LC,Ar,yes,yes,yes,no,no,no,no
Pilosa,Cyclopedidae,Cyclopes,Cyclopes ida,Abreu et al. 2023,Cyclopes,Cyclopes didactylus,Wilson & Reeder,native,LC,Ar,yes,no,no,no,no,no,no
Pilosa,Cyclopedidae,Cyclopes,Cyclopes rufus,Abreu et al. 2023,NA,NA,NA,native,?,Ar,yes,no,no,no,no,no,no
Pilosa,Cyclopedidae,Cyclopes,Cyclopes thomasi,Abreu et al. 2023,NA,NA,NA,native,?,Ar,yes,no,no,no,no,no,no
Pilosa,Cyclopedidae,Cyclopes,Cyclopes xinguensis,Abreu et al. 2023,NA,NA,NA,native,?,Ar,yes,no,no,no,no,no,no
Pilosa,Myrmecophagidae,Myrmecophaga,Myrmecophaga tridactyla,Abreu et al. 2023,NA,NA,NA,native,VU,Te,yes,yes,yes,yes,yes,yes,yes
Pilosa,Myrmecophagidae,Tamandua,Tamandua tetradactyla,Abreu et al. 2023,NA,NA,NA,native,LC,Sc,yes,yes,yes,yes,yes,yes,yes
Primates,Atelidae,Alouatta,Alouatta belzebul,Abreu et al. 2023,Alouatta,Alouatta nigerrima,SBMZ,native,VU,Ar,yes,yes,no,no,no,no,no
Primates,Atelidae,Alouatta,Alouatta belzebul,Abreu et al. 2023,Alouatta,Alouatta ululata,SBMZ,native,VU,Ar,yes,yes,no,no,no,no,no
Primates,Atelidae,Alouatta,Alouatta belzebul,Abreu et al. 2023,Mycetes,Mycetes bicolor,IUCN,native,VU,Ar,yes,yes,no,no,no,no,no
Primates,Atelidae,Alouatta,Alouatta caraya,Abreu et al. 2023,NA,NA,NA,native,NT,Ar,no,yes,yes,yes,yes,yes,yes
Primates,Atelidae,Alouatta,Alouatta discolor,Abreu et al. 2023,NA,NA,NA,native,VU,Ar,yes,no,no,no,no,no,no
Primates,Atelidae,Alouatta,Alouatta guariba,Abreu et al. 2023,Alouatta,Alouatta fusca,IUCN,native,VU,Ar,no,yes,no,no,no,no,no
Primates,Atelidae,Alouatta,Alouatta juara,Abreu et al. 2023,Alouatta,Alouatta seniculus,SBMZ,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Atelidae,Alouatta,Alouatta macconnelli,Abreu et al. 2023,Alouatta,Alouatta seniculus,SBMZ,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Atelidae,Alouatta,Alouatta nigerrima,Abreu et al. 2023,Alouatta,Alouatta belzebul,SBMZ,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Atelidae,Alouatta,Alouatta nigerrima,Abreu et al. 2023,Mycetes,Mycetes caraya,IUCN,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Atelidae,Alouatta,Alouatta puruensis,Abreu et al. 2023,Alouatta,Alouatta seniculus,SBMZ,native,VU,Ar,yes,no,no,no,no,no,no
Primates,Atelidae,Alouatta,Alouatta seniculus,Abreu et al. 2023,Alouatta,Alouatta juara,SBMZ,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Atelidae,Alouatta,Alouatta seniculus,Abreu et al. 2023,Alouatta,Alouatta macconnelli,SBMZ,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Atelidae,Alouatta,Alouatta seniculus,Abreu et al. 2023,Alouatta,Alouatta puruensis,SBMZ,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Atelidae,Alouatta,Alouatta seniculus,Abreu et al. 2023,Simia,Simia seniculus,IUCN,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Atelidae,Alouatta,Alouatta ululata,Abreu et al. 2023,Alouatta,Alouatta belzebul,SBMZ,native,EN,Ar,yes,no,yes,yes,no,no,no
Primates,Atelidae,Ateles,Ateles belzebuth,Abreu et al. 2023,Ateles,Ateles marginatus,SBMZ,native,EN,Ar,yes,no,no,no,no,no,no
Primates,Atelidae,Ateles,Ateles chamek,Abreu et al. 2023,Ateles,Ateles longimembris,IUCN,native,EN,Ar,yes,no,no,no,no,no,no
Primates,Atelidae,Ateles,Ateles marginatus,Abreu et al. 2023,Ateles,Ateles belzebuth,IUCN,native,EN,Ar,yes,no,no,no,no,no,no
Primates,Atelidae,Ateles,Ateles paniscus,Abreu et al. 2023,Ateles,Ateles ater,IUCN,native,VU,Ar,yes,no,no,no,no,no,no
Primates,Atelidae,Brachyteles,Brachyteles arachnoides,Abreu et al. 2023,NA,NA,NA,native,CR,Ar,no,yes,no,no,no,no,no
Primates,Atelidae,Brachyteles,Brachyteles hypoxanthus,Abreu et al. 2023,NA,NA,NA,native,CR,Ar,no,yes,no,no,no,no,no
Primates,Atelidae,Lagothrix,Lagothrix lagothricha,Abreu et al. 2023,Lagothrix,Lagothrix lugens,IUCN,native,VU,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Aotus,Aotus azarae,Abreu et al. 2023,Aotus,Aotus azarai,NCBI,native,LC,Ar,yes,no,yes,no,yes,no,no
Primates,Cebidae,Aotus,Aotus azarae,Abreu et al. 2023,Simia,Simia azarae,IUCN,native,LC,Ar,yes,no,yes,no,yes,no,no
Primates,Cebidae,Aotus,Aotus infulatus,Abreu et al. 2023,Aotus,Aotus azarai,NCBI,native,LC,Ar,yes,no,yes,no,no,no,no
Primates,Cebidae,Aotus,Aotus nancymaae,Abreu et al. 2023,NA,NA,NA,native,VU,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Aotus,Aotus nigriceps,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Aotus,Aotus trivirgatus,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Aotus,Aotus vociferans,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Callimico,Callimico goeldii,Abreu et al. 2023,NA,NA,NA,native,VU,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Callithrix,Callithrix aurita,Abreu et al. 2023,NA,NA,NA,native,EN,Ar,no,yes,no,no,no,no,no
Primates,Cebidae,Callithrix,Callithrix flaviceps,Abreu et al. 2023,NA,NA,NA,native,CR,Ar,no,yes,no,no,no,no,no
Primates,Cebidae,Callithrix,Callithrix geoffroyi,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,no,yes,no,no,no,no,no
Primates,Cebidae,Callithrix,Callithrix jacchus,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,no,yes,no,no,no,no,no
Primates,Cebidae,Callithrix,Callithrix kuhlii,Abreu et al. 2023,NA,NA,NA,native,VU,Ar,no,yes,no,no,no,no,no
Primates,Cebidae,Callithrix,Callithrix penicillata,Abreu et al. 2023,Callithrix,Callithrix jacchus,IUCN,native,LC,Ar,no,yes,yes,no,no,no,no
Primates,Cebidae,Cebuella,Cebuella niveiventris,Abreu et al. 2023,Callithrix,Callithrix pygmaea,Wilson & Reeder,native,VU,Ar,no,no,no,no,no,no,no
Primates,Cebidae,Cebuella,Cebuella pygmaea,Abreu et al. 2023,Callithrix,Callithrix pygmaea,IUCN,native,VU,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Cebus,Cebus albifrons,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Cebus,Cebus kaapori,Abreu et al. 2023,Cebus,Cebus olivaceus,IUCN,native,CR,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Cebus,Cebus olivaceus,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Cebus,Cebus unicolor,Abreu et al. 2023,NA,NA,NA,native,VU,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Leontopithecus,Leontopithecus caissara,Abreu et al. 2023,NA,NA,NA,native,EN,Ar,no,yes,no,no,no,no,no
Primates,Cebidae,Leontopithecus,Leontopithecus chrysomelas,Abreu et al. 2023,Leontopithecus,Leontopithecus chrysomela,IUCN,native,EN,Ar,no,yes,no,no,no,no,no
Primates,Cebidae,Leontopithecus,Leontopithecus chrysopygus,Abreu et al. 2023,NA,NA,NA,native,EN,Ar,no,yes,no,no,no,no,no
Primates,Cebidae,Leontopithecus,Leontopithecus rosalia,Abreu et al. 2023,NA,NA,NA,native,EN,Ar,no,yes,no,no,no,no,no
Primates,Cebidae,Mico,Mico acariensis,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Mico,Mico argentatus,Abreu et al. 2023,Callithrix,Callithrix argentata,IUCN,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Mico,Mico chrysoleucos,Abreu et al. 2023,Callithrix,Callithrix chrysoleuca,Wilson & Reeder,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Mico,Mico emiliae,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Mico,Mico humeralifer,Abreu et al. 2023,NA,NA,NA,native,NT,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Mico,Mico humilis,Abreu et al. 2023,Callithrix,Callithrix humilis,Wilson & Reeder,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Mico,Mico intermedius,Abreu et al. 2023,Callithrix,Callithrix intermedia,IUCN,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Mico,Mico leucippe,Abreu et al. 2023,Callithrix,Callithrix argentata,IUCN,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Mico,Mico marcai,Abreu et al. 2023,NA,NA,NA,native,VU,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Mico,Mico mauesi,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Mico,Mico melanurus,Abreu et al. 2023,Callithrix,Callithrix argentata,IUCN,native,NT,Ar,yes,no,yes,no,no,no,no
Primates,Cebidae,Mico,Mico munduruku,Abreu et al. 2023,NA,NA,NA,native,VU,Ar,no,no,no,no,no,no,no
Primates,Cebidae,Mico,Mico nigriceps,Abreu et al. 2023,Callithrix,Callithrix nigriceps,IUCN,native,NT,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Mico,Mico rondoni,Abreu et al. 2023,NA,NA,NA,native,VU,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Mico,Mico saterei,Abreu et al. 2023,Callithrix,Callithrix saterei,IUCN,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Mico,Mico schneideri,Abreu et al. 2023,NA,NA,NA,native,EN,Ar,no,no,no,no,no,no,no
Primates,Cebidae,Simia,Pithecia monachus,Abreu et al. 2023,Simia,Simia monacha,IUCN,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Saguinus,Saguinus bicolor,Abreu et al. 2023,Saguinus,Saguinus martinsi,SBMZ,native,CR,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Saguinus,Saguinus cruzlimai,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,no,no,no,no,no,no,no
Primates,Cebidae,Leontocebus,Saguinus fuscicollis,Abreu et al. 2023,Leontocebus,Leontocebus cruzlimai,IUCN,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Saguinus,Saguinus fuscicollis,Abreu et al. 2023,Leontocebus,Leontocebus fuscicollis,NCBI,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Saguinus,Saguinus fuscicollis,Abreu et al. 2023,Saguinus,Saguinus melanoleucus,Wilson & Reeder,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Saguinus,Saguinus fuscus,Abreu et al. 2023,Leontocebus,Leontocebus fuscus,IUCN,native,LC,Ar,no,no,no,no,no,no,no
Primates,Cebidae,Saguinus,Saguinus imperator,Abreu et al. 2023,Saguinus,Saguinus subgrisescens,SBMZ,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Saguinus,Saguinus inustus,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Saguinus,Saguinus kulina,Abreu et al. 2023,NA,NA,NA,native,?,,yes,no,no,no,no,no,no
Primates,Cebidae,Saguinus,Saguinus labiatus,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Saguinus,Saguinus martinsi,Abreu et al. 2023,Saguinus,Saguinus bicolor,IUCN,native,NT,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Saguinus,Saguinus midas,Abreu et al. 2023,Saguinus,Saguinus niger,SBMZ,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Saguinus,Saguinus midas,Abreu et al. 2023,Saguinus,Saguinus ursulus,IUCN,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Saguinus,Saguinus mystax,Abreu et al. 2023,Saguinus,Saguinus pileatus,Wilson & Reeder,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Saguinus,Saguinus niger,Abreu et al. 2023,NA,NA,NA,native,VU,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Saguinus,Saguinus nigricollis,Abreu et al. 2023,Leontocebus,Leontocebus nigricollis,IUCN,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Saguinus,Saguinus subgrisescens,Abreu et al. 2023,Saguinus,Saguinus imperator,Wilson & Reeder,native,LC,,yes,no,no,no,no,no,no
Primates,Cebidae,Saguinus,Saguinus ursula,Abreu et al. 2023,Saguinus,Saguinus ursulus,IUCN,native,VU,Ar,no,no,no,no,no,no,no
Primates,Cebidae,Saguinus,Saguinus weddelli,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,no,no,no,no,no,no,no
Primates,Cebidae,Saimiri,Saimiri boliviensis,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Saimiri,Saimiri cassiquiarensis,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Saimiri,Saimiri collinsi,Abreu et al. 2023,Saimiri,Saimiri sciureus,SBMZ,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Saimiri,Saimiri macrodon,Abreu et al. 2023,NA,NA,NA,native,?,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Saimiri,Saimiri sciureus,Abreu et al. 2023,Saimiri,Saimiri collinsi,SBMZ,native,LC,Ar,yes,yes,no,no,no,no,no
Primates,Cebidae,Saimiri,Saimiri ustus,Abreu et al. 2023,Saimiri,Saimiri madeirae,IUCN,native,NT,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Saimiri,Saimiri vanzolinii,Abreu et al. 2023,NA,NA,NA,native,EN,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Sapajus,Sapajus apella,Abreu et al. 2023,Sapajus,Sapajus macrocephalus,Wilson & Reeder,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Cebidae,Sapajus,Sapajus cay,Abreu et al. 2023,Cebus,Cebus paraguayanus,IUCN,native,VU,Ar,no,no,yes,no,yes,no,no
Primates,Cebidae,Sapajus,Sapajus flavius,Abreu et al. 2023,NA,NA,NA,native,EN,Ar,no,yes,no,no,no,no,no
Primates,Cebidae,Sapajus,Sapajus libidinosus,Abreu et al. 2023,NA,NA,NA,native,NT,Ar,no,yes,yes,yes,no,no,no
Primates,Cebidae,Sapajus,Sapajus nigritus,Abreu et al. 2023,Sapajus,Sapajus robustus,SBMZ,native,NT,Ar,no,yes,no,no,no,no,no
Primates,Cebidae,Sapajus,Sapajus robustus,Abreu et al. 2023,Sapajus,Sapajus nigritus,SBMZ,native,EN,Ar,no,yes,no,no,no,no,no
Primates,Cebidae,Sapajus,Sapajus xanthosternos,Abreu et al. 2023,NA,NA,NA,native,CR,Ar,no,yes,no,no,no,no,no
Primates,Pitheciidae,Cacajao,Cacajao amuna,Abreu et al. 2023,NA,NA,NA,native,?,Ar,no,no,no,no,no,no,no
Primates,Pitheciidae,Cacajao,Cacajao calvus,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Pitheciidae,Cacajao,Cacajao melanocephalus,Abreu et al. 2023,Simia,Simia melanocephala,IUCN,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Pitheciidae,Cacajao,Cacajao novaesi,Abreu et al. 2023,Cacajao,Cacajao calvus,Wilson & Reeder,native,VU,Ar,no,no,no,no,no,no,no
Primates,Pitheciidae,Cacajao,Cacajao ouakary,Abreu et al. 2023,Cacajao,Cacajao melanocephalus,Wilson & Reeder,native,LC,Ar,no,no,no,no,no,no,no
Primates,Pitheciidae,Cacajao,Cacajao rubicundus,Abreu et al. 2023,Cacajao,Cacajao calvus,Wilson & Reeder,native,LC,Ar,no,no,no,no,no,no,no
Primates,Pitheciidae,Cacajao,Cacajao ucayalii,Abreu et al. 2023,Cacajao,Cacajao calvus,Wilson & Reeder,native,VU,Ar,no,no,no,no,no,no,no
Primates,Pitheciidae,Callicebus,Callicebus baptista,Abreu et al. 2023,Plecturocebus,Plecturocebus baptista,IUCN,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Pitheciidae,Callicebus,Callicebus barbarabrownae,Abreu et al. 2023,Callicebus,Callicebus personatus,IUCN,native,CR,Ar,no,no,no,no,no,no,no
Primates,Pitheciidae,Callicebus,Callicebus bernhardi,Abreu et al. 2023,Plecturocebus,Plecturocebus bernhardi,IUCN,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Pitheciidae,Callicebus,Callicebus brunneus,Abreu et al. 2023,Plecturocebus,Plecturocebus brunneus,IUCN,native,VU,Ar,yes,no,no,no,no,no,no
Primates,Pitheciidae,Callicebus,Callicebus caligatus,Abreu et al. 2023,Plecturocebus,Plecturocebus caligatus,IUCN,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Pitheciidae,Callicebus,Callicebus cinerascens,Abreu et al. 2023,Plecturocebus,Plecturocebus cinerascens,IUCN,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Pitheciidae,Callicebus,Callicebus coimbrai,Abreu et al. 2023,NA,NA,NA,native,EN,Ar,no,yes,no,no,no,no,no
Primates,Pitheciidae,Callicebus,Callicebus cupreus,Abreu et al. 2023,Plecturocebus,Plecturocebus cupreus,NCBI,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Pitheciidae,Callicebus,Callicebus cupreus,Abreu et al. 2023,Plecturocebus,Plecturocebus toppini,IUCN,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Pitheciidae,Callicebus,Callicebus donacophilus,Abreu et al. 2023,Plecturocebus,Plecturocebus donacophilus,IUCN,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Pitheciidae,Callicebus,Callicebus grovesi,Abreu et al. 2023,NA,NA,NA,native,?,Ar,no,no,no,no,no,no,no
Primates,Pitheciidae,Callicebus,Callicebus hoffmannsi,Abreu et al. 2023,Plecturocebus,Plecturocebus hoffmannsi,IUCN,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Pitheciidae,Callicebus,Callicebus lucifer,Abreu et al. 2023,Cheracebus,Cheracebus lucifer,IUCN,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Pitheciidae,Callicebus,Callicebus lugens,Abreu et al. 2023,Cheracebus,Cheracebus lugens,IUCN,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Pitheciidae,Callicebus,Callicebus melanochir,Abreu et al. 2023,Callicebus,Callicebus personatus,IUCN,native,VU,Ar,no,yes,no,no,no,no,no
Primates,Pitheciidae,Callicebus,Callicebus miltoni,Abreu et al. 2023,Plecturocebus,Plecturocebus miltoni,IUCN,native,DD,Ar,no,no,no,no,no,no,no
Primates,Pitheciidae,Callicebus,Callicebus moloch,Abreu et al. 2023,Plecturocebus,Plecturocebus moloch,NCBI,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Pitheciidae,Callicebus,Callicebus moloch,Abreu et al. 2023,Plecturocebus,Plecturocebus toppini,IUCN,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Pitheciidae,Callicebus,Callicebus nigrifrons,Abreu et al. 2023,Callicebus,Callicebus personatus,IUCN,native,NT,Ar,no,yes,no,no,no,no,no
Primates,Pitheciidae,Callicebus,Callicebus pallescens,Abreu et al. 2023,Plecturocebus,Plecturocebus pallescens,IUCN,native,LC,Ar,no,no,no,no,no,no,no
Primates,Pitheciidae,Callicebus,Callicebus parecis,Abreu et al. 2023,NA,NA,NA,native,NT,Ar,no,no,no,no,no,no,no
Primates,Pitheciidae,Callicebus,Callicebus personatus,Abreu et al. 2023,NA,NA,NA,native,VU,Ar,no,yes,no,no,no,no,no
Primates,Pitheciidae,Callicebus,Callicebus regulus,Abreu et al. 2023,Cheracebus,Cheracebus regulus,IUCN,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Pitheciidae,Callicebus,Callicebus torquatus,Abreu et al. 2023,Cheracebus,Cheracebus torquatus,IUCN,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Pitheciidae,Callicebus,Callicebus vieirai,Abreu et al. 2023,Plecturocebus,Plecturocebus vieirai,IUCN,native,CR,Ar,no,no,no,no,no,no,no
Primates,Pitheciidae,Chiropotes,Chiropotes albinasus,Abreu et al. 2023,NA,NA,NA,native,VU,Ar,yes,no,no,no,no,no,no
Primates,Pitheciidae,Chiropotes,Chiropotes chiropotes,Abreu et al. 2023,Chiropotes,Chiropotes israelita,IUCN,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Pitheciidae,Chiropotes,Chiropotes sagulatus,Abreu et al. 2023,Chiropotes,Chiropotes israelita,IUCN,native,LC,Ar,no,no,no,no,no,no,no
Primates,Pitheciidae,Chiropotes,Chiropotes satanas,Abreu et al. 2023,Chiropotes,Chiropotes utahickae,SBMZ,native,EN,Ar,yes,no,no,no,no,no,no
Primates,Pitheciidae,Chiropotes,Chiropotes utahickae,Abreu et al. 2023,Chiropotes,Chiropotes satanas,IUCN,native,VU,Ar,yes,no,no,no,no,no,no
Primates,Pitheciidae,Chiropotes,Chiropotes utahickae,Abreu et al. 2023,Chiropotes,Chiropotes satanus,Wilson & Reeder,native,VU,Ar,yes,no,no,no,no,no,no
Primates,Pitheciidae,Pithecia,Pithecia albicans,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Pitheciidae,Pithecia,Pithecia cazuzai,Abreu et al. 2023,NA,NA,NA,native,DD,Ar,no,no,no,no,no,no,no
Primates,Pitheciidae,Pithecia,Pithecia chrysocephala,Abreu et al. 2023,Pithecia,Pithecia pithecia,SBMZ,native,LC,Ar,no,no,no,no,no,no,no
Primates,Pitheciidae,Pithecia,Pithecia hirsuta,Abreu et al. 2023,Pithecia,Pithecia monachus,SBMZ,native,LC,Ar,no,no,no,no,no,no,no
Primates,Pitheciidae,Pithecia,Pithecia inusta,Abreu et al. 2023,Pithecia,Pithecia monachus,SBMZ,native,LC,Ar,no,no,no,no,no,no,no
Primates,Pitheciidae,Pithecia,Pithecia irrorata,Abreu et al. 2023,Pithecia,Pithecia vanzolinii,SBMZ,native,DD,Ar,yes,no,no,no,no,no,no
Primates,Pitheciidae,Pithecia,Pithecia monachus,Abreu et al. 2023,Pithecia,Pithecia hirsuta,SBMZ,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Pitheciidae,Pithecia,Pithecia monachus,Abreu et al. 2023,Pithecia,Pithecia inusta,SBMZ,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Pitheciidae,Pithecia,Pithecia pithecia,Abreu et al. 2023,Pithecia,Pithecia chrysocephala,SBMZ,native,LC,Ar,yes,no,no,no,no,no,no
Primates,Pitheciidae,Pithecia,Pithecia vanzolinii,Abreu et al. 2023,Pithecia,Pithecia irrorata,SBMZ,native,DD,Vo,no,no,no,no,no,no,no
Rodentia,Caviidae,Cavia,Cavia aperea,Abreu et al. 2023,NA,NA,NA,native,LC,Te,no,yes,yes,no,no,no,no
Rodentia,Caviidae,Cavia,Cavia fulgida,Abreu et al. 2023,NA,NA,NA,native,LC,Te,no,yes,yes,no,no,no,no
Rodentia,Caviidae,Cavia,Cavia intermedia,Abreu et al. 2023,NA,NA,NA,native,CR,Te,no,yes,no,no,no,no,no
Rodentia,Caviidae,Cavia,Cavia magna,Abreu et al. 2023,NA,NA,NA,native,LC,Te,no,yes,no,yes,yes,yes,yes
Rodentia,Caviidae,Galea,Galea flavidens,Abreu et al. 2023,NA,NA,NA,native,LC,Te,no,no,yes,no,no,no,no
Rodentia,Caviidae,Galea,Galea spixii,Abreu et al. 2023,NA,NA,NA,native,LC,Te,yes,yes,yes,yes,no,no,no
Rodentia,Caviidae,Hydrochoerus,Hydrochoerus hydrochaeris,Abreu et al. 2023,Hydrochoeris,Hydrochoeris hydrochaeris,Wilson & Reeder,native,LC,SA,yes,yes,yes,yes,yes,yes,yes
Rodentia,Caviidae,Kerodon,Kerodon acrobata,Abreu et al. 2023,NA,NA,NA,native,DD,Te,no,no,yes,no,no,no,no
Rodentia,Caviidae,Kerodon,Kerodon rupestris,Abreu et al. 2023,NA,NA,NA,native,LC,Te,no,no,yes,yes,no,no,no
Rodentia,Cricetidae,Abrawayaomys,Abrawayaomys ruschii,Abreu et al. 2023,NA,NA,NA,native,LC,SF,no,yes,no,no,no,no,no
Rodentia,Cricetidae,Akodon,Akodon azarae,Abreu et al. 2023,NA,NA,NA,native,LC,Te,no,no,no,yes,yes,yes,yes
