ORDER,FAMILY,GENUS,SPECIES,NAME SOURCE,SYNONIM - GENUS,SYNONIM - SPECIES,SYNONIM SOURCE,Brazil,IUCN 2024-1,LOCOMOTION,AMAZ,MATL,CERR,CAAT,PANT,PAMP,MARI
Rodentia,Cricetidae,Akodon,Akodon cursor,Abreu et al. 2023,Akodon,Akodon serrensis,Wilson & Reeder,native,LC,Te,no,yes,yes,yes,no,no,no
Rodentia,Cricetidae,Akodon,Akodon diauarum,Abreu et al. 2023,NA,NA,NA,native,?,Te,yes,no,yes,no,no,no,no
Rodentia,Cricetidae,Akodon,Akodon kadiweu,Abreu et al. 2023,NA,NA,NA,native,?,Te,no,no,yes,no,no,no,no
Rodentia,Cricetidae,Akodon,Akodon lindberghi,Abreu et al. 2023,NA,NA,NA,native,DD,Te,no,yes,yes,no,no,no,no
Rodentia,Cricetidae,Akodon,Akodon montensis,Abreu et al. 2023,NA,NA,NA,native,LC,Te,no,yes,yes,yes,yes,yes,yes
Rodentia,Cricetidae,Akodon,Akodon mystax,Abreu et al. 2023,NA,NA,NA,native,DD,Te,no,yes,no,no,no,no,no
Rodentia,Cricetidae,Akodon,Akodon paranaensis,Abreu et al. 2023,NA,NA,NA,native,LC,Te,no,yes,yes,no,no,yes,no
Rodentia,Cricetidae,Akodon,Akodon reigi,Abreu et al. 2023,NA,NA,NA,native,LC,Te,no,no,no,yes,yes,yes,yes
Rodentia,Cricetidae,Akodon,Akodon sanctipaulensis,Abreu et al. 2023,NA,NA,NA,native,DD,Te,no,yes,no,no,no,no,no
Rodentia,Cricetidae,Akodon,Akodon toba,Abreu et al. 2023,NA,NA,NA,native,LC,Te,no,no,no,no,yes,no,no
Rodentia,Cricetidae,Bibimys,Bibimys labiosus,Abreu et al. 2023,NA,NA,NA,native,LC,SF,no,yes,no,no,no,no,no
Rodentia,Cricetidae,Blarinomys,Blarinomys breviceps,Abreu et al. 2023,NA,NA,NA,native,LC,SF,no,yes,no,no,no,no,no
Rodentia,Cricetidae,Brucepattersonius,Brucepattersonius griserufescens,Abreu et al. 2023,Brucepattersonius,Brucepattersonius albinasus,IUCN,native,DD,SF,no,yes,no,no,no,no,no
Rodentia,Cricetidae,Brucepattersonius,Brucepattersonius iheringi,Abreu et al. 2023,Oxymycterus,Oxymycterus iheringi,IUCN,native,LC,SF,no,yes,no,no,no,no,no
Rodentia,Cricetidae,Brucepattersonius,Brucepattersonius nebulosus,Abreu et al. 2023,NA,NA,NA,native,?,SF,no,yes,no,no,no,no,no
Rodentia,Cricetidae,Brucepattersonius,Brucepattersonius soricinus,Abreu et al. 2023,NA,NA,NA,native,DD,SF,no,yes,no,no,no,no,no
Rodentia,Cricetidae,Calassomys,Calassomys apicalis,Abreu et al. 2023,Lenoxus,Lenoxus apicalis,Wilson & Reeder,native,LC,Ar,no,no,yes,no,no,no,no
Rodentia,Cricetidae,Calomys,Calomys callidus,Abreu et al. 2023,NA,NA,NA,native,LC,Te,no,no,yes,no,no,no,no
Rodentia,Cricetidae,Calomys,Calomys callosus,Abreu et al. 2023,NA,NA,NA,native,LC,Te,no,no,yes,no,no,no,no
Rodentia,Cricetidae,Calomys,Calomys cerqueirai,Abreu et al. 2023,NA,NA,NA,native,?,Te,no,yes,yes,no,no,no,no
Rodentia,Cricetidae,Calomys,Calomys expulsus,Abreu et al. 2023,NA,NA,NA,native,LC,Te,no,yes,yes,yes,no,no,no
Rodentia,Cricetidae,Calomys,Calomys hummelincki,Abreu et al. 2023,Baiomys,Baiomys hummelincki,Wilson & Reeder,native,LC,Te,yes,no,no,no,no,no,no
Rodentia,Cricetidae,Calomys,Calomys laucha,Abreu et al. 2023,NA,NA,NA,native,LC,Te,no,yes,no,yes,yes,yes,yes
Rodentia,Cricetidae,Calomys,Calomys mattevii,Abreu et al. 2023,NA,NA,NA,native,?,Te,no,no,yes,yes,no,no,no
Rodentia,Cricetidae,Calomys,Calomys tener,Abreu et al. 2023,NA,NA,NA,native,LC,Te,no,yes,yes,no,no,no,no
Rodentia,Cricetidae,Calomys,Calomys tocantinsi,Abreu et al. 2023,NA,NA,NA,native,LC,Te,yes,no,yes,no,no,no,no
Rodentia,Cricetidae,Castoria,Castoria angustidens,Abreu et al. 2023,NA,NA,NA,native,?,Te,no,yes,no,no,no,no,no
Rodentia,Cricetidae,Cerradomys,Cerradomys akroai,Abreu et al. 2023,NA,NA,NA,native,?,Te,no,no,yes,no,no,no,no
Rodentia,Cricetidae,Cerradomys,Cerradomys goytaca,Abreu et al. 2023,NA,NA,NA,native,?,Te,no,yes,no,no,no,no,no
Rodentia,Cricetidae,Cerradomys,Cerradomys langguthi,Abreu et al. 2023,NA,NA,NA,native,?,Te,yes,yes,yes,yes,no,no,no
Rodentia,Cricetidae,Cerradomys,Cerradomys maracajuensis,Abreu et al. 2023,NA,NA,NA,native,LC,Te,no,no,yes,no,no,no,no
Rodentia,Cricetidae,Cerradomys,Cerradomys marinhus,Abreu et al. 2023,NA,NA,NA,native,LC,Te,no,no,yes,no,no,no,no
Rodentia,Cricetidae,Cerradomys,Cerradomys scotti,Abreu et al. 2023,Cerradomys,Cerradomys andersoni,IUCN,native,LC,Te,no,no,yes,yes,no,no,no
Rodentia,Cricetidae,Cerradomys,Cerradomys subflavus,Abreu et al. 2023,NA,NA,NA,native,LC,Te,no,yes,yes,no,no,no,no
Rodentia,Cricetidae,Cerradomys,Cerradomys vivoi,Abreu et al. 2023,NA,NA,NA,native,?,Te,no,yes,yes,no,no,no,no
Rodentia,Cricetidae,Daptomys,Daptomys ferreirai,Abreu et al. 2023,NA,NA,NA,native,DD,SA,yes,no,no,no,no,no,no
Rodentia,Cricetidae,Daptomys,Daptomys oyapocki,Abreu et al. 2023,NA,NA,NA,native,DD,SA,yes,no,no,no,no,no,no
Rodentia,Cricetidae,Delomys,Delomys altimontanus,Abreu et al. 2023,Delomys,Delomys collinus,Wilson & Reeder,native,LC,Te,no,yes,no,no,no,no,no
Rodentia,Cricetidae,Delomys,Delomys dorsalis,Abreu et al. 2023,NA,NA,NA,native,LC,Te,no,yes,no,no,no,no,no
Rodentia,Cricetidae,Delomys,Delomys sublineatus,Abreu et al. 2023,NA,NA,NA,native,LC,Te,no,yes,no,no,no,no,no
Rodentia,Cricetidae,Deltamys,Deltamys araucaria,Abreu et al. 2023,NA,NA,NA,native,?,Te,no,yes,no,no,no,no,no
Rodentia,Cricetidae,Deltamys,Deltamys kempi,Abreu et al. 2023,Akodon,Akodon kempi,IUCN,native,LC,Te,no,yes,no,yes,yes,yes,yes
Rodentia,Cricetidae,Drymoreomys,Drymoreomys albimaculatus,Abreu et al. 2023,NA,NA,NA,native,NT,Te,no,yes,no,no,no,no,no
Rodentia,Cricetidae,Euryoryzomys,Euryoryzomys emmonsae,Abreu et al. 2023,Oryzomys,Oryzomys emmonsae,Wilson & Reeder,native,DD,Te,yes,no,no,no,no,no,no
Rodentia,Cricetidae,Euryoryzomys,Euryoryzomys lamia,Abreu et al. 2023,Oryzomys,Oryzomys lamia,IUCN,native,VU,Te,no,no,yes,no,no,no,no
Rodentia,Cricetidae,Euryoryzomys,Euryoryzomys macconnelli,Abreu et al. 2023,Oryzomys,Oryzomys macconnelli,Wilson & Reeder,native,LC,Te,yes,no,no,no,no,no,no
Rodentia,Cricetidae,Euryoryzomys,Euryoryzomys nitidus,Abreu et al. 2023,Oryzomys,Oryzomys nitidus,Wilson & Reeder,native,LC,Te,yes,no,no,no,no,no,no
Rodentia,Cricetidae,Euryoryzomys,Euryoryzomys russatus,Abreu et al. 2023,Oryzomys,Oryzomys russatus,Wilson & Reeder,native,LC,Te,no,yes,no,no,no,no,no
Rodentia,Cricetidae,Gyldenstolpia,Gyldenstolpia planaltensis,Abreu et al. 2023,Kunsia,Kunsia fronto,Wilson & Reeder,native,?,SF,no,no,yes,no,no,no,no
Rodentia,Cricetidae,Holochilus,Holochilus brasiliensis,Abreu et al. 2023,NA,NA,NA,native,LC,SA,no,yes,yes,no,no,yes,no
Rodentia,Cricetidae,Holochilus,Holochilus chacarius,Abreu et al. 2023,NA,NA,NA,native,LC,SA,no,no,no,no,yes,no,no
Rodentia,Cricetidae,Holochilus,Holochilus nanus,Abreu et al. 2023,Holochilus,Holochilus sciureus,Wilson & Reeder,native,LC,SA,yes,no,yes,yes,no,no,no
Rodentia,Cricetidae,Holochilus,Holochilus oxe,Abreu et al. 2023,NA,NA,NA,native,?,SA,no,yes,no,no,no,no,no
Rodentia,Cricetidae,Holochilus,Holochilus sciureus,Abreu et al. 2023,Holochilus,Holochilus nanus,SBMZ,native,LC,SA,yes,no,yes,no,no,no,no
Rodentia,Cricetidae,Hylaeamys,Hylaeamys megacephalus,Abreu et al. 2023,Oryzomys,Oryzomys capito,IUCN,native,LC,Te,yes,yes,yes,no,yes,no,no
Rodentia,Cricetidae,Hylaeamys,Hylaeamys oniscus,Abreu et al. 2023,Oryzomys,Oryzomys laticeps,Wilson & Reeder,native,NT,Te,no,yes,no,no,no,no,no
Rodentia,Cricetidae,Hylaeamys,Hylaeamys oniscus,Abreu et al. 2023,Oryzomys,Oryzomys oniscus,IUCN,native,NT,Te,no,yes,no,no,no,no,no
Rodentia,Cricetidae,Hylaeamys,Hylaeamys perenensis,Abreu et al. 2023,NA,NA,NA,native,LC,Te,yes,no,no,no,no,no,no
Rodentia,Cricetidae,Hylaeamys,Hylaeamys seuanezi,Abreu et al. 2023,Oryzomys,Oryzomys seuanezi,Wilson & Reeder,native,?,Te,no,yes,no,no,no,no,no
Rodentia,Cricetidae,Hylaeamys,Hylaeamys yunganus,Abreu et al. 2023,NA,NA,NA,native,LC,Te,yes,no,no,no,no,no,no
Rodentia,Cricetidae,Juliomys,Juliomys ossitenuis,Abreu et al. 2023,NA,NA,NA,native,?,Ar,no,yes,no,no,no,no,no
Rodentia,Cricetidae,Juliomys,Juliomys pictipes,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,no,yes,no,no,no,no,no
Rodentia,Cricetidae,Juliomys,Juliomys rimofrons,Abreu et al. 2023,NA,NA,NA,native,NT,Ar,no,yes,no,no,no,no,no
Rodentia,Cricetidae,Juliomys,Juliomys ximenezi,Abreu et al. 2023,NA,NA,NA,native,?,Ar,no,yes,no,no,no,no,no
Rodentia,Cricetidae,Juscelinomys,Juscelinomys candango,Abreu et al. 2023,NA,NA,NA,native,EX,SF,no,no,yes,no,no,no,no
Rodentia,Cricetidae,Kunsia,Kunsia tomentosus,Abreu et al. 2023,NA,NA,NA,native,LC,SF,yes,no,yes,no,no,no,no
Rodentia,Cricetidae,Lundomys,Lundomys molitor,Abreu et al. 2023,Holochilus,Holochilus magnus,IUCN,native,LC,SA,no,no,no,yes,yes,yes,yes
Rodentia,Cricetidae,Microakodontomys,Microakodontomys transitorius,Abreu et al. 2023,NA,NA,NA,native,EN,Te,no,no,yes,no,no,no,no
Rodentia,Cricetidae,Neacomys,Neacomys aletheia,Abreu et al. 2023,NA,NA,NA,native,?,Te,yes,no,no,no,no,no,no
Rodentia,Cricetidae,Neacomys,Neacomys amoenus,Abreu et al. 2023,Neacomys,Neacomys spinosus,Wilson & Reeder,native,LC,Te,yes,no,yes,no,no,no,no
Rodentia,Cricetidae,Neacomys,Neacomys dubosti,Abreu et al. 2023,NA,NA,NA,native,LC,Te,yes,no,no,no,no,no,no
Rodentia,Cricetidae,Neacomys,Neacomys elieceri,Abreu et al. 2023,NA,NA,NA,native,?,Te,yes,no,no,no,no,no,no
Rodentia,Cricetidae,Neacomys,Neacomys guianae,Abreu et al. 2023,NA,NA,NA,native,LC,Te,yes,no,no,no,no,no,no
Rodentia,Cricetidae,Neacomys,Neacomys jau,Abreu et al. 2023,NA,NA,NA,native,?,Te,yes,no,no,no,no,no,no
Rodentia,Cricetidae,Neacomys,Neacomys marajoara,Abreu et al. 2023,NA,NA,NA,native,?,Te,yes,no,no,no,no,no,no
Rodentia,Cricetidae,Neacomys,Neacomys minutus,Abreu et al. 2023,NA,NA,NA,native,LC,Te,yes,no,no,no,no,no,no
Rodentia,Cricetidae,Neacomys,Neacomys musseri,Abreu et al. 2023,NA,NA,NA,native,LC,Te,yes,no,no,no,no,no,no
Rodentia,Cricetidae,Neacomys,Neacomys oliveirai,Abreu et al. 2023,NA,NA,NA,native,?,Te,yes,no,no,no,no,no,no
Rodentia,Cricetidae,Neacomys,Neacomys paracou,Abreu et al. 2023,NA,NA,NA,native,LC,Te,yes,no,no,no,no,no,no
Rodentia,Cricetidae,Neacomys,Neacomys vossi,Abreu et al. 2023,NA,NA,NA,native,?,Te,yes,no,no,no,no,no,no
Rodentia,Cricetidae,Neacomys,Neacomys xingu,Abreu et al. 2023,NA,NA,NA,native,?,Te,yes,no,no,no,no,no,no
Rodentia,Cricetidae,Necromys,Necromys lasiurus,Abreu et al. 2023,Bolomys,Bolomys lasiurus,IUCN,native,LC,Te,yes,yes,yes,yes,yes,yes,yes
Rodentia,Cricetidae,Necromys,Necromys lenguarum,Abreu et al. 2023,Necromys,Necromys tapiropoanus,Wilson & Reeder,native,LC,Te,yes,no,yes,no,no,no,no
Rodentia,Cricetidae,Nectomys,Nectomys apicalis,Abreu et al. 2023,NA,NA,NA,native,LC,SA,yes,no,no,no,no,no,no
Rodentia,Cricetidae,Nectomys,Nectomys rattus,Abreu et al. 2023,Nectomys,Nectomys melanius,IUCN,native,LC,SA,yes,yes,yes,yes,yes,no,no
Rodentia,Cricetidae,Nectomys,Nectomys rattus,Abreu et al. 2023,Nectomys,Nectomys squamipes,SBMZ,native,LC,SA,yes,yes,yes,yes,yes,no,no
Rodentia,Cricetidae,Nectomys,Nectomys squamipes,Abreu et al. 2023,NA,NA,NA,native,LC,SA,no,yes,yes,no,no,no,no
Rodentia,Cricetidae,Oecomys,Oecomys auyantepui,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,yes,no,no,no,no,no,no
Rodentia,Cricetidae,Oecomys,Oecomys bicolor,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,yes,no,yes,no,no,no,no
Rodentia,Cricetidae,Oecomys,Oecomys catherinae,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,no,yes,yes,no,no,no,no
Rodentia,Cricetidae,Oecomys,Oecomys cleberi,Abreu et al. 2023,NA,NA,NA,native,DD,Ar,no,no,yes,no,no,no,no
Rodentia,Cricetidae,Oecomys,Oecomys concolor,Abreu et al. 2023,Oryzomys,Oryzomys concolor,IUCN,native,LC,Ar,yes,no,no,no,no,no,no
Rodentia,Cricetidae,Oecomys,Oecomys franciscorum,Abreu et al. 2023,NA,NA,NA,native,?,Ar,no,no,no,no,yes,no,no
Rodentia,Cricetidae,Oecomys,Oecomys mamorae,Abreu et al. 2023,Oryzomys,Oryzomys mamorae,IUCN,native,LC,Ar,no,no,yes,no,yes,no,no
Rodentia,Cricetidae,Oecomys,Oecomys matogrossensis,Abreu et al. 2023,NA,NA,NA,native,?,Ar,yes,no,yes,no,no,no,no
Rodentia,Cricetidae,Oecomys,Oecomys paricola,Abreu et al. 2023,NA,NA,NA,native,DD,Ar,yes,no,no,no,no,no,no
Rodentia,Cricetidae,Oecomys,Oecomys rex,Abreu et al. 2023,Oecomys,Oecomys regalis,IUCN,native,LC,Ar,yes,no,no,no,no,no,no
Rodentia,Cricetidae,Oecomys,Oecomys roberti,Abreu et al. 2023,Oecomys,Oecomys tapajinus,SBMZ,native,LC,Ar,yes,no,yes,no,no,no,no
Rodentia,Cricetidae,Oecomys,Oecomys rutilus,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,yes,no,no,no,no,no,no
Rodentia,Cricetidae,Oecomys,Oecomys superans,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,yes,no,no,no,no,no,no
Rodentia,Cricetidae,Oecomys,Oecomys tapajinus,Abreu et al. 2023,Oecomys,Oecomys roberti,Wilson & Reeder,native,LC,Ar,yes,no,yes,no,yes,no,no
Rodentia,Cricetidae,Oecomys,Oecomys trinitatis,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,yes,no,yes,no,no,no,no
Rodentia,Cricetidae,Oligoryzomys,Oligoryzomys chacoensis,Abreu et al. 2023,NA,NA,NA,native,LC,Sc,no,no,yes,no,yes,no,no
Rodentia,Cricetidae,Oligoryzomys,Oligoryzomys flavescens,Abreu et al. 2023,Oligoryzomys,Oligoryzomys fornesi,Wilson & Reeder,native,LC,Sc,no,yes,yes,yes,yes,yes,yes
Rodentia,Cricetidae,Oligoryzomys,Oligoryzomys mattogrossae,Abreu et al. 2023,Oligoryzomys,Oligoryzomys microtis,Wilson & Reeder,native,LC,Sc,yes,no,yes,yes,no,no,no
Rodentia,Cricetidae,Oligoryzomys,Oligoryzomys messorius,Abreu et al. 2023,Oligoryzomys,Oligoryzomys fulvescens,Wilson & Reeder,native,LC,Sc,yes,no,no,no,no,no,no
Rodentia,Cricetidae,Oligoryzomys,Oligoryzomys microtis,Abreu et al. 2023,Oligoryzomys,Oligoryzomys mattogrossae,SBMZ,native,LC,Sc,yes,no,no,no,no,no,no
Rodentia,Cricetidae,Oligoryzomys,Oligoryzomys moojeni,Abreu et al. 2023,NA,NA,NA,native,DD,Sc,no,no,yes,no,no,no,no
Rodentia,Cricetidae,Oligoryzomys,Oligoryzomys nigripes,Abreu et al. 2023,Oligoryzomys,Oligoryzomys eliurus,IUCN,native,LC,Sc,no,yes,yes,yes,yes,yes,yes
Rodentia,Cricetidae,Oligoryzomys,Oligoryzomys rupestris,Abreu et al. 2023,NA,NA,NA,native,DD,Sc,no,no,yes,no,no,no,no
Rodentia,Cricetidae,Oligoryzomys,Oligoryzomys stramineus,Abreu et al. 2023,NA,NA,NA,native,LC,Sc,no,no,yes,yes,no,no,no
Rodentia,Cricetidae,Oligoryzomys,Oligoryzomys utiaritensis,Abreu et al. 2023,Oligoryzomys,Oligoryzomys eliurus,Wilson & Reeder,native,LC,Sc,yes,no,yes,no,no,no,no
Rodentia,Cricetidae,Oxymycterus,Oxymycterus amazonicus,Abreu et al. 2023,NA,NA,NA,native,LC,SF,yes,no,no,no,no,no,no
Rodentia,Cricetidae,Oxymycterus,Oxymycterus caparaoe,Abreu et al. 2023,NA,NA,NA,native,?,SF,no,yes,no,no,no,no,no
Rodentia,Cricetidae,Oxymycterus,Oxymycterus dasytrichus,Abreu et al. 2023,NA,NA,NA,native,LC,SF,no,yes,no,yes,no,no,no
Rodentia,Cricetidae,Oxymycterus,Oxymycterus delator,Abreu et al. 2023,NA,NA,NA,native,LC,SF,no,yes,yes,yes,no,no,no
Rodentia,Cricetidae,Oxymycterus,Oxymycterus inca,Abreu et al. 2023,NA,NA,NA,native,LC,SF,yes,no,no,no,no,no,no
Rodentia,Cricetidae,Oxymycterus,Oxymycterus itapeby,Abreu et al. 2023,NA,NA,NA,native,?,SF,no,yes,yes,no,no,no,no
Rodentia,Cricetidae,Oxymycterus,Oxymycterus nasutus,Abreu et al. 2023,NA,NA,NA,native,LC,SF,no,yes,no,yes,yes,yes,yes
Rodentia,Cricetidae,Oxymycterus,Oxymycterus quaestor,Abreu et al. 2023,Oxymycterus,Oxymycterus judex,Wilson & Reeder,native,LC,SF,no,yes,no,no,no,no,no
Rodentia,Cricetidae,Oxymycterus,Oxymycterus rufus,Abreu et al. 2023,NA,NA,NA,native,LC,SF,no,yes,no,no,no,no,no
Rodentia,Cricetidae,Phaenomys,Phaenomys ferrugineus,Abreu et al. 2023,NA,NA,NA,native,EN,Ar,no,yes,no,no,no,no,no
Rodentia,Cricetidae,Pseudoryzomys,Pseudoryzomys simplex,Abreu et al. 2023,NA,NA,NA,native,LC,Te,yes,no,yes,yes,yes,no,no
Rodentia,Cricetidae,Reithrodon,Reithrodon typicus,Abreu et al. 2023,NA,NA,NA,native,LC,Te,no,no,no,yes,yes,yes,yes
Rodentia,Cricetidae,Rhagomys,Rhagomys longilingua,Abreu et al. 2023,NA,NA,NA,native,LC,Sc,yes,no,no,no,no,no,no
Rodentia,Cricetidae,Rhagomys,Rhagomys rufescens,Abreu et al. 2023,NA,NA,NA,native,VU,Sc,no,yes,no,no,no,no,no
Rodentia,Cricetidae,Rhipidomys,Rhipidomys baturiteensis,Abreu et al. 2023,NA,NA,NA,native,?,Ar,no,no,no,yes,no,no,no
Rodentia,Cricetidae,Rhipidomys,Rhipidomys bezerrensis,Abreu et al. 2023,NA,NA,NA,native,?,Ar,no,no,no,yes,no,no,no
Rodentia,Cricetidae,Rhipidomys,Rhipidomys caracolensis,Abreu et al. 2023,NA,NA,NA,native,?,Ar,no,no,yes,no,no,no,no
Rodentia,Cricetidae,Rhipidomys,Rhipidomys cariri,Abreu et al. 2023,NA,NA,NA,native,DD,Ar,no,no,no,yes,no,no,no
Rodentia,Cricetidae,Rhipidomys,Rhipidomys cearanus,Abreu et al. 2023,Rhipidomys,Rhipidomys macrurus,Wilson & Reeder,native,LC,Ar,no,no,yes,yes,no,no,no
Rodentia,Cricetidae,Rhipidomys,Rhipidomys emiliae,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,yes,no,yes,no,no,no,no
Rodentia,Cricetidae,Rhipidomys,Rhipidomys gardneri,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,yes,no,no,no,no,no,no
Rodentia,Cricetidae,Rhipidomys,Rhipidomys ipukensis,Abreu et al. 2023,NA,NA,NA,native,DD,Ar,no,no,yes,no,no,no,no
Rodentia,Cricetidae,Rhipidomys,Rhipidomys itoan,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,no,yes,no,no,no,no,no
Rodentia,Cricetidae,Rhipidomys,Rhipidomys leucodactylus,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,yes,no,no,no,no,no,no
Rodentia,Cricetidae,Rhipidomys,Rhipidomys macconnelli,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,yes,no,no,no,no,no,no
Rodentia,Cricetidae,Rhipidomys,Rhipidomys macrurus,Abreu et al. 2023,Rhipidomys,Rhipidomys cearanus,SBMZ,native,LC,Ar,no,no,yes,no,no,no,no
Rodentia,Cricetidae,Rhipidomys,Rhipidomys mastacalis,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,no,yes,yes,no,no,no,no
Rodentia,Cricetidae,Rhipidomys,Rhipidomys nitela,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,yes,no,no,no,no,no,no
Rodentia,Cricetidae,Rhipidomys,Rhipidomys tribei,Abreu et al. 2023,NA,NA,NA,native,DD,Ar,no,yes,no,no,no,no,no
Rodentia,Cricetidae,Rhipidomys,Rhipidomys ybyrae,Abreu et al. 2023,NA,NA,NA,native,?,Ar,yes,no,yes,no,no,no,no
Rodentia,Cricetidae,Scapteromys,Scapteromys aquaticus,Abreu et al. 2023,Scapteromys,Scapteromys tumidus,SBMZ,native,LC,SA,no,no,no,no,no,yes,no
Rodentia,Cricetidae,Scapteromys,Scapteromys meridionalis,Abreu et al. 2023,NA,NA,NA,native,?,SA,no,yes,no,no,no,yes,no
Rodentia,Cricetidae,Scapteromys,Scapteromys tumidus,Abreu et al. 2023,Scapteromys,Scapteromys aquaticus,SBMZ,native,LC,SA,no,yes,no,yes,yes,yes,yes
Rodentia,Cricetidae,Scolomys,Scolomys ucayalensis,Abreu et al. 2023,NA,NA,NA,native,LC,Te,yes,no,no,no,no,no,no
Rodentia,Cricetidae,Sigmodon,Sigmodon alstoni,Abreu et al. 2023,NA,NA,NA,native,LC,Te,yes,no,no,no,no,no,no
Rodentia,Cricetidae,Sooretamys,Sooretamys angouya,Abreu et al. 2023,NA,NA,NA,native,LC,Te,no,yes,no,no,no,no,no
Rodentia,Cricetidae,Thalpomys,Thalpomys cerradensis,Abreu et al. 2023,NA,NA,NA,native,LC,Te,no,no,yes,no,no,no,no
Rodentia,Cricetidae,Thalpomys,Thalpomys lasiotis,Abreu et al. 2023,Akodon,Akodon reinhardti,IUCN,native,LC,Te,no,no,yes,no,no,no,no
Rodentia,Cricetidae,Thaptomys,Thaptomys nigrita,Abreu et al. 2023,NA,NA,NA,native,LC,Te,no,yes,no,no,no,no,no
Rodentia,Cricetidae,Wiedomys,Wiedomys cerradensis,Abreu et al. 2023,NA,NA,NA,native,DD,Sc,no,no,yes,yes,no,no,no
Rodentia,Cricetidae,Wiedomys,Wiedomys pyrrhorhinos,Abreu et al. 2023,NA,NA,NA,native,LC,Sc,no,yes,no,yes,no,no,no
Rodentia,Cricetidae,Wilfredomys,Wilfredomys oenax,Abreu et al. 2023,NA,NA,NA,native,EN,Ar,no,yes,no,yes,yes,yes,yes
Rodentia,Cricetidae,Zygodontomys,Zygodontomys brevicauda,Abreu et al. 2023,NA,NA,NA,native,LC,Te,yes,no,no,no,no,no,no
Rodentia,Ctenomyidae,Ctenomys,Ctenomys bicolor,Abreu et al. 2023,Ctenomys,Ctenomys minutus,Wilson & Reeder,native,DD,Fs,yes,no,no,no,no,yes,no
Rodentia,Ctenomyidae,Ctenomys,Ctenomys flamarioni,Abreu et al. 2023,NA,NA,NA,native,EN,Fs,no,yes,no,yes,yes,yes,yes
Rodentia,Ctenomyidae,Ctenomys,Ctenomys ibicuiensis,Abreu et al. 2023,NA,NA,NA,native,DD,Fs,no,no,no,no,no,yes,no
Rodentia,Ctenomyidae,Ctenomys,Ctenomys lami,Abreu et al. 2023,NA,NA,NA,native,VU,Fs,no,no,no,yes,yes,yes,yes
Rodentia,Ctenomyidae,Ctenomys,Ctenomys minutus,Abreu et al. 2023,Ctenomys,Ctenomys bicolor,SBMZ,native,DD,Fs,no,yes,no,yes,yes,yes,yes
Rodentia,Ctenomyidae,Ctenomys,Ctenomys nattereri,Abreu et al. 2023,NA,NA,NA,native,LC,Fs,no,no,yes,no,yes,no,no
Rodentia,Ctenomyidae,Ctenomys,Ctenomys rondoni,Abreu et al. 2023,Ctenomys,Ctenomys boliviensis,Wilson & Reeder,native,LC,Fs,yes,no,no,no,no,no,no
Rodentia,Ctenomyidae,Ctenomys,Ctenomys torquatus,Abreu et al. 2023,NA,NA,NA,native,LC,Fs,no,no,no,yes,yes,yes,yes
Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,Abreu et al. 2023,Agouti,Agouti paca,IUCN,native,LC,Te,yes,yes,yes,yes,yes,yes,yes
Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta azarae,Abreu et al. 2023,Dasyprocta,Dasyprocta aurea,Wilson & Reeder,native,DD,Te,no,yes,yes,yes,yes,yes,yes
Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta azarae,Abreu et al. 2023,Dasyprocta,Dasyprocta catrinae,Wilson & Reeder,native,DD,Te,no,yes,yes,yes,yes,yes,yes
Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta croconota,Abreu et al. 2023,NA,NA,NA,native,DD,Te,yes,no,no,no,no,no,no
Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta fuliginosa,Abreu et al. 2023,NA,NA,NA,native,LC,Te,yes,no,no,no,no,no,no
Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta iacki,Abreu et al. 2023,NA,NA,NA,native,DD,Te,no,yes,no,no,no,no,no
Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,Abreu et al. 2023,Dasyprocta,Dasyprocta cristata,IUCN,native,LC,Te,yes,yes,yes,no,no,no,no
Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta prymnolopha,Abreu et al. 2023,Dasyprocta,Dasyprocta nigriclunis,Wilson & Reeder,native,LC,Te,yes,yes,yes,yes,no,no,no
Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta variegata,Abreu et al. 2023,NA,NA,NA,native,DD,Te,yes,no,no,no,no,no,no
Rodentia,Dasyproctidae,Myoprocta,Myoprocta acouchy,Abreu et al. 2023,Myoprocta,Myoprocta exilis,IUCN,native,LC,Te,yes,no,no,no,no,no,no
